doid	name	type
DOID:9074	disseminated lupus erythematosus	exact-synonym
DOID:9074	Lupus Erythematosus, systemic	exact-synonym
DOID:9074	SLE - Lupus Erythematosus, systemic	exact-synonym
DOID:0050638	transthyretin amyloidosis	name
DOID:0050638	Amyloidosis, hereditary, transthyretin-related	exact-synonym
DOID:0050638	Corino de Andrade's disease	exact-synonym
DOID:0050638	familial amyloid polyneuropathy	exact-synonym
DOID:0050638	Familial transthyretin amyloidosis	exact-synonym
DOID:0050638	transthyretin-related hereditary amyloidosis	exact-synonym
DOID:0050638	TTR amyloidosis	exact-synonym
DOID:14654	prostatitis	name
DOID:5194	intermixed schwannian stroma-rich ganglioneuroblastoma	name
DOID:3444	scrotum Paget's disease	name
DOID:3444	Paget's disease of scrotum	exact-synonym
DOID:3444	scrotum Paget disease	exact-synonym
DOID:7501	pediatric infratentorial ependymoma	name
DOID:0050639	primary cutaneous amyloidosis	name
DOID:0050639	familial primary localized cutaneous amyloidosis	exact-synonym
DOID:0050639	PCA	exact-synonym
DOID:3316	perivascular tumor	name
DOID:3316	malignant perivascular cancer	exact-synonym
DOID:4437	skull base meningioma	name
DOID:4437	meningioma of the Skull Base	exact-synonym
DOID:1460	atheroembolism of kidney	name
DOID:2843	long QT syndrome	name
DOID:2843	long Q-T syndrome	exact-synonym
DOID:2843	LQT	exact-synonym
DOID:2843	Romano-Ward syndrome	exact-synonym
DOID:2843	Romano-Ward syndrome (disorder)	exact-synonym
DOID:0050643	anonychia congenita	name
DOID:0050643	HYPONYCHIA CONGENITA	exact-synonym
DOID:0060150	astereognosia	name
DOID:0060150	somatosensory agnosia	exact-synonym
DOID:0050749	peripheral T-cell lymphoma	name
DOID:0050640	anauxetic dysplasia	name
DOID:1461	cholesterol embolism	name
DOID:1461	atheroembolism	exact-synonym
DOID:1461	cholesterol crystal embolism 	exact-synonym
DOID:1461	purple toe syndrome 	exact-synonym
DOID:1461	trash foot 	exact-synonym
DOID:1461	warfarin blue toe syndrome	exact-synonym
DOID:11831	cortical blindness	name
DOID:11831	Cortical blindness	exact-synonym
DOID:11831	Cortical blindness (disorder)	exact-synonym
DOID:270	liver sarcoma	name
DOID:270	hepatic sarcoma	exact-synonym
DOID:5748	rheumatic pulmonary valve disease	name
DOID:5748	Rheumatic disease of pulmonary valve	exact-synonym
DOID:5748	Rheumatic disease of pulmonary valve (disorder)	exact-synonym
DOID:5748	Rheumatic pulmonary incompetence	exact-synonym
DOID:5748	Rheumatic pulmonary valve disease NOS (disorder)	exact-synonym
DOID:0050434	Andersen-Tawil syndrome	name
DOID:0050434	ANDERSEN CARDIODYSRHYTHMIC PERIODIC PARALYSIS	exact-synonym
DOID:0050434	Andersen syndrome 	exact-synonym
DOID:0050434	Long QT syndrome 7	exact-synonym
DOID:0050641	Rh deficiency syndrome	name
DOID:3540	choroid plexus cancer	name
DOID:3540	choroid plexus neoplasm	related-synonym
DOID:3540	tumor of choroid plexus (disorder)	exact-synonym
DOID:3540	tumor of the Choroid Plexus	exact-synonym
DOID:14402	critical illness polyneuropathy	name
DOID:14402	Critical illness polyneuropathy	exact-synonym
DOID:14402	Critical illness polyneuropathy (disorder)	exact-synonym
DOID:14669	acrodysostosis	name
DOID:5099	middle ear cancer	name
DOID:5099	neoplasm of middle ear (disorder)	exact-synonym
DOID:5099	tumor of the middle ear	exact-synonym
DOID:0050642	hypochromic microcytic anemia	name
DOID:6977	pancreatic cholera	name
DOID:6977	Excessive vasoactive intestinal peptide secretion [Ambiguous]	exact-synonym
DOID:6977	pancreatic WDHA syndrome	exact-synonym
DOID:6977	Verner-Morrison syndrome (disorder)	exact-synonym
DOID:9155	mucocutaneous leishmaniasis	name
DOID:9155	American Cutaneous Leishmaniasis	exact-synonym
DOID:9155	American cutaneous leishmaniasis	exact-synonym
DOID:9155	American mucocutaneous leishmaniasis	exact-synonym
DOID:9155	American mucocutaneous leishmaniasis	exact-synonym
DOID:9155	American mucocutaneous leishmaniasis (disorder)	exact-synonym
DOID:9155	Cutaneous leishmaniasis, American	exact-synonym
DOID:9155	Mucocutaneous leishmaniasis, (American)	exact-synonym
DOID:9155	Mucocutaneous leishmaniasis, American	exact-synonym
DOID:9155	New World cutaneous leishmaniasis	exact-synonym
DOID:9155	New World cutaneous leishmaniasis	exact-synonym
DOID:5923	distal biliary tract carcinoma	name
DOID:5923	carcinoma of the Distal biliary tract	exact-synonym
DOID:4254	osteosclerosis	name
DOID:5725	rete ovarii cystadenoma	name
DOID:11550	oculomotor nerve paralysis	name
DOID:11550	III nerve palsy	exact-synonym
DOID:11550	III nerve palsy	exact-synonym
DOID:11550	IIIrd nerve Paralysis	exact-synonym
DOID:11550	Third cranial nerve paralysis, NOS	exact-synonym
DOID:11820	bladder dome cancer	name
DOID:11820	malignant neoplasm of apex of urinary bladder	exact-synonym
DOID:11820	malignant neoplasm of dome of urinary bladder	exact-synonym
DOID:11820	malignant tumor of vault of bladder (disorder)	exact-synonym
DOID:11820	Superior Surface of bladder	exact-synonym
DOID:10458	legionellosis	name
DOID:10458	Legionella infection (disorder)	exact-synonym
DOID:840	cork-handlers' disease	name
DOID:840	"cork-handlers' disease or lung	"	exact-synonym
DOID:840	cork-handlers' lung	exact-synonym
DOID:840	Suberosis	exact-synonym
DOID:840	Suberosis (disorder)	exact-synonym
DOID:5289	uterus leiomyosarcoma	name
DOID:5289	leiomyosarcoma of Corpus Uteri	exact-synonym
DOID:14111	median rhomboid glossitis	name
DOID:14111	Persistent tuberculum impar (disorder)	exact-synonym
DOID:10719	toxic diffuse goiter	name
DOID:1573	communicating hydrocephalus	name
DOID:1573	Communicating hydrocephalus	exact-synonym
DOID:1573	Communicating hydrocephalus (disorder)	exact-synonym
DOID:1573	Communicating hydrocephalus (disorder) [Ambiguous]	exact-synonym
DOID:4035	lymphocytic gastritis	name
DOID:4035	Lymphocytic Gastritis	exact-synonym
DOID:4035	Lymphocytic gastritis (disorder)	exact-synonym
DOID:4035	Lymphocytic gastritis [Ambiguous]	exact-synonym
DOID:501	central nervous system hemangioma	name
DOID:501	hemangioma of CNS	exact-synonym
DOID:640	encephalomyelitis	name
DOID:640	Encephalitis &/or myelitis	exact-synonym
DOID:4260	gait apraxia	name
DOID:4260	Gait apraxia (finding)	exact-synonym
DOID:0050557	congenital muscular dystrophy	name
DOID:4257	Caffey disease	name
DOID:4257	cortical congenital hyperostosis	exact-synonym
DOID:4257	infantile cortical hyperostosis	exact-synonym
DOID:7851	pancreatic intraductal papillary-mucinous adenoma	name
DOID:0050837	multifocal dystonia	name
DOID:4270	encephalitozoonosis	name
DOID:4270	Infection by Encephalitozoon (disorder)	exact-synonym
DOID:11823	hepatorenal syndrome	name
DOID:11823	Hepatorenal syndrome	exact-synonym
DOID:11823	Hepatorenal syndrome (disorder)	exact-synonym
DOID:0050843	oromandibular dystonia	name
DOID:0050564	autosomal dominant nonsyndromic deafness	name
DOID:0050564	autosomal dominant deafness	exact-synonym
DOID:4258	Weissenbacher-Zweymüller syndrome	name
DOID:4258	Piere-Robin syndrome	exact-synonym
DOID:4258	Pierre Robin Malformation	exact-synonym
DOID:1574	alcohol abuse	name
DOID:1574	Ethanol abuse	exact-synonym
DOID:12668	abnormal retinal correspondence	name
DOID:12668	abnormal retinal correspondence (disorder)	exact-synonym
DOID:0050838	segmental dystonia	name
DOID:7631	adult ependymoblastoma	name
DOID:4265	angiomyoma	name
DOID:4265	Angiomyoma (morphologic abnormality)	exact-synonym
DOID:4265	vascular leiomyoma	exact-synonym
DOID:594	panic disorder	name
DOID:594	panic anxiety syndrome	exact-synonym
DOID:11824	multicentric reticulohistiocytosis	name
DOID:11824	Lipoid dermatoarthritis (disorder)	exact-synonym
DOID:11824	Multicentric reticulohistiocytosis	exact-synonym
DOID:14737	craniofrontonasal syndrome	name
DOID:14737	craniofrontonasal dysplasia	exact-synonym
DOID:12155	lymphocytic choriomeningitis	name
DOID:12155	LCM	exact-synonym
DOID:12155	Lymphocytic choriomeningitis virus encephalomyelitis (disorder)	exact-synonym
DOID:12155	Lymphocytic meningitis (disorder)	exact-synonym
DOID:12155	Lymphocytic meningoencephalitis (disorder)	exact-synonym
DOID:0050842	oculogyric crisis	name
DOID:0050844	spasmodic dystonia	name
DOID:0050844	laryngeal dystonia	exact-synonym
DOID:2846	bruxism	name
DOID:2846	Bruxism - teeth grinding	exact-synonym
DOID:2846	Grinding teeth	exact-synonym
DOID:2846	sleep related bruxism	exact-synonym
DOID:2846	Teeth grinding	exact-synonym
DOID:4266	intravascular angioleiomyoma	name
DOID:13042	persistent fetal circulation syndrome	name
DOID:13042	congenital alveolar capillary dysplasia with misalignment of pulmonary veins	exact-synonym
DOID:13042	Fetal circulation	exact-synonym
DOID:13042	Persistent fetal circulation	exact-synonym
DOID:13042	Persistent fetal circulation (disorder)	exact-synonym
DOID:13042	Persistent fetal circulation syndrome (disorder)	exact-synonym
DOID:13042	persistent pulmonary hypertension of the newborn	exact-synonym
DOID:13042	persistent pulmonary hypertension of the newborn	exact-synonym
DOID:13042	Persistent pulmonary hypertension of the newborn (disorder)	exact-synonym
DOID:9577	neonatal candidiasis	name
DOID:9577	Neonatal Candida infection	exact-synonym
DOID:9577	Neonatal candida infection	exact-synonym
DOID:9577	Neonatal monilia infection (disorder)	exact-synonym
DOID:9577	neonatal moniliasis	exact-synonym
DOID:8409	microinvasive cervical squamous cell carcinoma	name
DOID:3255	botryoid rhabdomyosarcoma	name
DOID:3255	Botryoid sarcoma (morphologic abnormality)	exact-synonym
DOID:3255	Botryoid-type Embryonal Rhabdomyosarcoma	exact-synonym
DOID:3255	sarcoma botryoides	exact-synonym
DOID:3255	sarcoma botryoides	exact-synonym
DOID:14743	trichorhinophalangeal syndrome type I	name
DOID:14743	Trichorhinophalangeal dysplasia type I	related-synonym
DOID:14743	type I trichorhinophalangeal syndrome	exact-synonym
DOID:12678	hypercalcemia	name
DOID:0050454	periventricular nodular heterotopia	name
DOID:0050454	periventricular heterotopia	exact-synonym
DOID:3247	rhabdomyosarcoma	name
DOID:12689	acoustic neuroma	name
DOID:12689	Vestibular Neurilemmoma	exact-synonym
DOID:12689	Vestibular schwannoma	exact-synonym
DOID:1579	respiratory system disease	name
DOID:402	oral tuberculosis	name
DOID:402	Oral tuberculosis (disorder)	exact-synonym
DOID:1583	laryngeal tuberculosis	name
DOID:5287	kidney leiomyosarcoma	name
DOID:5287	leiomyosarcoma of kidney	exact-synonym
DOID:4271	microsporidiosis	name
DOID:4271	Infection by Microspora (disorder)	exact-synonym
DOID:4271	Infection by Microsporea (disorder)	exact-synonym
DOID:4271	Infection by Microsporida (disorder)	exact-synonym
DOID:467	venous hemangioma	name
DOID:467	Venous hemangioma (disorder)	exact-synonym
DOID:467	Venous hemangioma (morphologic abnormality)	exact-synonym
DOID:8411	kidney angiomyolipoma	name
DOID:8411	Angiomyolipoma of kidney (disorder)	exact-synonym
DOID:8411	renal Angiomyolipoma	exact-synonym
DOID:1580	diffuse scleroderma	name
DOID:1580	diffuse systemic sclerosis	exact-synonym
DOID:1580	systemic sclerosis, diffuse (disorder)	exact-synonym
DOID:5561	gastric teratoma	name
DOID:5561	teratoma of stomach	exact-synonym
DOID:0050602	triple-A syndrome	name
DOID:0050602	Achalasia-Addisonianism-Alacrimia syndrome	exact-synonym
DOID:0050602	Allgrove Syndrome	exact-synonym
DOID:4037	necrotizing gastritis	name
DOID:4830	adenosquamous carcinoma	name
DOID:4830	Adenosquamous carcinoma (morphologic abnormality)	exact-synonym
DOID:4830	Adenosquamous cell carcinoma (disorder)	exact-synonym
DOID:4830	mixed adenocarcinoma and squamous carcinoma	exact-synonym
DOID:0050563	nonsyndromic deafness	name
DOID:0050563	nonsyndromic hearing loss	exact-synonym
DOID:0050563	nonsyndromic hereditary hearing loss	exact-synonym
DOID:11830	myopia	name
DOID:11830	near vision	exact-synonym
DOID:11830	near-sightedness	exact-synonym
DOID:11830	short-sightedness	exact-synonym
DOID:4281	metatypical basal cell carcinoma	name
DOID:4281	Basosquamous carcinoma of skin (disorder)	exact-synonym
DOID:4281	skin metatypical basal cell carcinoma	exact-synonym
DOID:4281	skin Metatypical carcinoma	exact-synonym
DOID:14018	alcoholic liver cirrhosis	name
DOID:14018	Alcoholic Cirrhosis	exact-synonym
DOID:14018	Alcoholic cirrhosis of liver	exact-synonym
DOID:14018	Alcoholic cirrhosis of liver	exact-synonym
DOID:14018	Alcoholic cirrhosis of liver (disorder)	exact-synonym
DOID:14018	Alcoholic cirrhosis of liver (disorder) [Ambiguous]	exact-synonym
DOID:14018	Laennec's cirrhosis	exact-synonym
DOID:14018	Laennec's cirrhosis, alcoholic	exact-synonym
DOID:14018	Portal Cirrhosis	exact-synonym
DOID:14018	Portal cirrhosis	exact-synonym
DOID:14018	Portal cirrhosis (disorder)	exact-synonym
DOID:14018	Portal cirrhosis unspecified (disorder)	exact-synonym
DOID:11840	coronary artery vasospasm	name
DOID:11840	Coronary artery spasm (disorder)	exact-synonym
DOID:11840	Coronary Vasospasm	exact-synonym
DOID:12679	nephrocalcinosis	name
DOID:13448	posterior corneal pigmentation	name
DOID:13448	Posterior corneal pigmentation (disorder)	exact-synonym
DOID:13448	Posterior corneal pigmentation (disorder)	exact-synonym
DOID:13448	Posterior corneal pigmentations	exact-synonym
DOID:8419	colloid adenoma	name
DOID:8419	Macrofollicular adenoma (morphologic abnormality)	exact-synonym
DOID:0050558	Ullrich congenital muscular dystrophy	name
DOID:0050558	ULLRICH DISEASE	exact-synonym
DOID:0050558	Ullrich scleroatonic muscular dystrophy	exact-synonym
DOID:4044	skeletal muscle neoplasm	name
DOID:4044	tumor of Skeletal Muscle	exact-synonym
DOID:2093	vulvar melanoma	name
DOID:2093	malignant melanoma of vulva (disorder)	exact-synonym
DOID:404	gastrointestinal tuberculosis	name
DOID:404	Tuberculosis of gastrointestinal tract	exact-synonym
DOID:404	Tuberculosis of gastrointestinal tract (disorder)	exact-synonym
DOID:404	Tuberculosis of gastrointestinal tract NOS (disorder)	exact-synonym
DOID:404	tuberculosis of intestines, peritoneum and mesenteric glands	exact-synonym
DOID:404	Tuberculosis of intestines, peritoneum and mesenteric glands (disorder)	exact-synonym
DOID:404	Tuberculosis of intestines, peritoneum, and mesenteric glands	exact-synonym
DOID:8418	congenital fibrosarcoma	name
DOID:8418	Infantile fibrosarcoma (disorder)	exact-synonym
DOID:8418	Infantile fibrosarcoma (morphologic abnormality)	exact-synonym
DOID:0050436	mulibrey nanism	name
DOID:0050436	Muscle-Liver-Brain-Eye Nanism	exact-synonym
DOID:0050436	Perheentupa Syndrome	exact-synonym
DOID:0050436	PERICARDIAL CONSTRICTION AND GROWTH FAILURE	exact-synonym
DOID:4278	scrotum basal cell carcinoma	name
DOID:4278	Basal cell carcinoma of scrotum	exact-synonym
DOID:4278	basal cell carcinoma of the scrotum	related-synonym
DOID:4045	muscle cancer	name
DOID:4045	malignant neoplasm of muscle, NOS	exact-synonym
DOID:4045	malignant tumor of muscle (disorder)	exact-synonym
DOID:4045	malignant tumor of the Muscle	exact-synonym
DOID:4045	myosarcoma	exact-synonym
DOID:4045	Myosarcoma (morphologic abnormality)	exact-synonym
DOID:3542	adult choroid plexus cancer	name
DOID:3542	adult choroid plexus tumor	related-synonym
DOID:3542	neoplasm of the adult Choroid Plexus	exact-synonym
DOID:0050841	focal hand dystonia	name
DOID:0050841	organic writer's cramp	exact-synonym
DOID:4279	infundibulocystic basal cell carcinoma	name
DOID:4279	skin infundibulocystic basal cell carcinoma	exact-synonym
DOID:11836	clubfoot	name
DOID:11836	congenital clubfoot	exact-synonym
DOID:11836	Congenital equinovarus	exact-synonym
DOID:11836	congenital talipes equinovarus	exact-synonym
DOID:11836	Equinovarus deformity of foot (finding)	exact-synonym
DOID:4282	pigmented basal cell carcinoma	name
DOID:4282	skin pigmented basal cell carcinoma	exact-synonym
DOID:0050448	hereditary mucosal leukokeratosis	name
DOID:0050448	white sponge nevus	exact-synonym
DOID:0050448	white sponge nevus of Cannon	exact-synonym
DOID:8991	cervix uteri carcinoma in situ	name
DOID:8991	carcinoma in situ of cervix	exact-synonym
DOID:8991	carcinoma in situ of cervix	exact-synonym
DOID:8991	carcinoma in situ of uterine cervix	exact-synonym
DOID:8991	carcinoma in situ of uterine cervix (disorder)	exact-synonym
DOID:8991	carcinoma of cervix stage 0 (disorder)	exact-synonym
DOID:8991	cervical intraepithelial neoplasia grade III with severe dysplasia (disorder)	exact-synonym
DOID:8991	Cervix Ca in situ	exact-synonym
DOID:8991	Cervix Ca in situ	exact-synonym
DOID:8991	CIN III	exact-synonym
DOID:8991	CIN III - carcinoma in situ of cervix	exact-synonym
DOID:8991	CIN III - severe dyskaryosis	exact-synonym
DOID:8991	CIN III - severe dyskaryosis	exact-synonym
DOID:8991	Severe dysplasia of cervix	exact-synonym
DOID:8991	Severe Dysplasia of the Cervix Uteri	exact-synonym
DOID:8991	squamous intraepithelial neoplasia, grade III	exact-synonym
DOID:1588	thrombocytopenia	name
DOID:1595	endogenous depression	name
DOID:1595	clinical depression	exact-synonym
DOID:1595	unipolar depression	exact-synonym
DOID:4050	mediastinum sarcoma	name
DOID:4050	sarcoma of mediastinum	exact-synonym
DOID:2095	sweat gland cancer	name
DOID:2095	malignant neoplasm of sweat gland	exact-synonym
DOID:2095	malignant tumor of the Sweat gland	exact-synonym
DOID:10533	viral pneumonia	name
DOID:6039	uveal melanoma	name
DOID:6039	melanoma of Uvea	exact-synonym
