disease_id	name	description
DOID:5101	auricular cancer	
DOID:5102	inner ear cancer	
DOID:5104	testicular infarct	
DOID:5112	swayback	
DOID:5113	nutritional deficiency disease	
DOID:5117	dermoid cyst of ovary	
DOID:5118	ovarian cystic teratoma	
DOID:5119	ovarian cyst	
DOID:512	epididymal neoplasm	
DOID:5123	mediastinum leiomyoma	
DOID:5124	fallopian tube leiomyoma	
DOID:5125	extrahepatic bile duct leiomyoma	
DOID:5126	central nervous system leiomyoma	
DOID:5127	bizarre leiomyoma	
DOID:5128	deep leiomyoma	
DOID:5129	simple partial epilepsy	
DOID:5132	leiomyoma cutis	
DOID:5134	anus leiomyoma	
DOID:5136	lung leiomyoma	
DOID:5137	pericardium leiomyoma	
DOID:5138	leiomyomatosis	
DOID:5139	cellular leiomyoma	
DOID:5140	gallbladder leiomyoma	
DOID:5142	vulvar leiomyoma	
DOID:5143	large bowel leiomyoma	
DOID:5146	appendix leiomyoma	
DOID:5147	dartoic leiomyoma	
DOID:5149	epithelioid neurofibroma	
DOID:5150	neurofibroma of gallbladder	
DOID:5151	plexiform neurofibroma	
DOID:5152	cellular neurofibroma	
DOID:5153	atypical neurofibroma	
DOID:5154	borna disease	A viral infectious disease that results_in infection, which affects dopaminergic neurotransmission located_in central nervous system, has_material_basis_in Borna disease virus, which is transmitted_by contact with infected oronasal secretions. The infection has_symptom mood disturbances, has_symptom behaviour disturbances, has_symptom cognitive disturbances, has_symptom neurologic disturbances, and has_symptom movement impairment.
DOID:5155	multiple mucosal neuroma	
DOID:5157	benign pleural mesothelioma	
DOID:5158	pleural cancer	A connective tissue cancer that located_in the pleura.
DOID:5160	arteriosclerosis obliterans	
DOID:5161	Monckeberg arteriosclerosis	
DOID:5162	arteriolosclerosis	
DOID:5165	uterine corpus sarcoma	An uterine corpus cancer that is located_in the muscles of the uterus or located_in other tissues that support the uterus.
DOID:5166	endometrial stromal tumor	
DOID:5169	ovarian endometrioid stromal sarcoma	
DOID:5170	vaginal endometrial stromal sarcoma	
DOID:5171	vaginal endometrial stromal tumor	
DOID:5172	endometrium carcinoma in situ	
DOID:5176	renal Wilms' tumor	
DOID:5178	metachronous kidney Wilms' tumor	
DOID:5179	mixed cell type kidney Wilms' tumor	
DOID:518	scrotum neoplasm	
DOID:5182	blastema predominant kidney Wilms' tumor	
DOID:5183	hereditary Wilms' tumor	A nephroblastoma that results_in either bilateral disease or a family history of Wilms' tumour.
DOID:5189	epithelial predominant Wilms' tumor	
DOID:519	aortitis	
DOID:5190	cervical Wilms' tumor	A nephroblastoma and malignant cervical mixed epithelial and mesenchymal neoplasm that is located_in the cervix.
DOID:5191	stromal predominant kidney Wilms' tumor	
DOID:5193	nodular ganglioneuroblastoma	
DOID:5194	intermixed schwannian stroma-rich ganglioneuroblastoma	
DOID:5195	peripheral nervous system ganglioneuroblastoma	
DOID:5196	fallopian tube adenomatoid tumor	
DOID:5199	ureteral obstruction	
DOID:520	aortic disease	An artery disease that is characterized by degeneration of the cells composing the aortic wall.
DOID:5200	urinary tract obstruction	
DOID:5204	fructose-1,6-bisphosphatase deficiency	A carbohydrate metabolic disorder that has_material_basis_in a deficiency of fructose-1,6-bisphosphatase resulting in hypoglycemia and metabolic acidosis on fasting due to insufficient fructose bisphosphatase for gluconeogenesis.
DOID:5207	monodermal teratoma	
DOID:5208	malignant struma ovarii	
DOID:5209	benign struma ovarii	
DOID:5212	congenital disorder of glycosylation	A carbohydrate metabolic disorder that involves deficient or defective glycosylation of a variety of tissue proteins and/or lipids.
DOID:5213	chronic inflammatory demyelinating polyradiculoneuropathy	
DOID:5214	demyelinating polyneuropathy	
DOID:5221	chronic polyneuropathy	
DOID:5222	acute necrotizing encephalitis	
DOID:5223	infertility	
DOID:5224	acute hemorrhagic encephalitis	
DOID:5225	von Economo's disease	
DOID:5230	hepatoerythropoietic porphyria	
DOID:5232	aortic valve prolapse	
DOID:5233	glomangiosarcoma	
DOID:5236	subungual glomus tumor	
DOID:5238	benign perivascular tumor	
DOID:5240	retinal hemangioblastoma	
DOID:5241	hemangioblastoma	
DOID:5246	hilar cholangiocellular carcinoma	
DOID:525	central nervous system vasculitis	
DOID:5251	inflammatory leiomyosarcoma	
DOID:5253	conventional leiomyosarcoma	
DOID:5254	central nervous system leiomyosarcoma	
DOID:5258	granular cell leiomyosarcoma	
DOID:5259	colon leiomyosarcoma	A leiomyosarcoma and sarcoma of colon that is located_in the colon.
DOID:526	Human immunodeficiency virus infectious disease	A viral infectious disease that results_in destruction of immune system, leading to life-threatening opportunistic infections and cancers, has_material_basis_in Human immunodeficiency virus 1 or has_material_basis_in Human immunodeficiency virus 2, which are transmitted_by sexual contact, transmitted_by transfer of blood, semen, vaginal fluid, pre-ejaculate, or breast milk, transmitted_by congenital method, and transmitted_by contaminated needles. The virus infects helper T cells (CD4+ T cells) which are directly or indirectly destroyed, macrophages, and dendritic cells. The infection has_symptom diarrhea, has_symptom fatigue, has_symptom fever, has_symptom vaginal yeast infection, has_symptom headache, has_symptom mouth sores, has_symptom muscle aches, has_symptom sore throat, and has_symptom swollen lymph glands.
DOID:5260	colon sarcoma	A colon cancer that arises from transformed cells of mesenchymal origin and is located_in the colon.
DOID:5261	heart leiomyosarcoma	
DOID:5262	heart sarcoma	A sarcoma and malignant neoplasm of heart that is located_in the heart.
DOID:5263	ovary leiomyosarcoma	
DOID:5264	epithelioid leiomyosarcoma	
DOID:5265	lung leiomyosarcoma	A leiomyosarcoma and sarcoma of lung that is located_in the lung.
DOID:5267	anus leiomyosarcoma	A leiomyosarcoma and sarcoma of the anus that is located_in the anus.
DOID:5268	myxoid leiomyosarcoma	
DOID:5271	small intestine leiomyosarcoma	A small intestine sarcoma that affects the involuntary smooth muscles of the small intestines.
DOID:5272	small intestinal sarcoma	A sarcoma and malignant tumor of small intestine that is located_in the small intestine.
DOID:5273	cutaneous leiomyosarcoma	
DOID:5274	malignant dermis tumor	
DOID:5275	gallbladder leiomyosarcoma	A gallbladder sarcoma that is located_in the gallbladder.
DOID:5276	esophagus leiomyosarcoma	
DOID:528	hydrarthrosis	
DOID:5280	gastric leiomyosarcoma	
DOID:5282	prostate leiomyosarcoma	A prostate sarcoma that is located_in the prostate.
DOID:5283	vagina leiomyosarcoma	
DOID:5284	retroperitoneal leiomyosarcoma	
DOID:5285	breast leiomyosarcoma	
DOID:5286	vulvar leiomyosarcoma	
DOID:5287	kidney leiomyosarcoma	A leiomyosarcoma and sarcoma of kidney that is located_in the kidney.
DOID:5288	larynx leiomyosarcoma	A larynx sarcoma that is a smooth muscle connective tissue tymor  located_in the larynx.
DOID:5289	uterus leiomyosarcoma	A uterine Corpus sarcoma and leiomyosarcoma and uterine Corpus smooth muscle neoplasm that is located_in the smooth muscle of the uterus.
DOID:529	blepharospasm	A focal dystonia that is characterized by the involuntary, forcible contraction of the muscles controlling eye blinks.
DOID:5292	mediastinum leiomyosarcoma	A leiomyosarcoma and sarcoma of the mediastinum that derive_from smooth muscle and are usually located_in the esophagus or located_in the main vessels.
DOID:5293	extrahepatic bile duct leiomyosarcoma	A leiomyosarcoma and sarcoma of bile duct that is located_in the bile duct or located_in the outside of the liver.
DOID:5295	intestinal disease	A gastrointestinal system disease that is located_in the intestine.
DOID:5296	liver leiomyosarcoma	A leiomyosarcoma and sarcoma of liver that is located_in the liver.
DOID:5297	rectum leiomyosarcoma	A rectum sarcoma that is a smooth muscle tumor and is located_in the rectum.
DOID:5299	endometrial clear cell adenocarcinoma	
DOID:53	pituitary gland disease	An endocrine system disease that is located_in the pituitary gland.
DOID:530	eyelid disease	An adnexa disease that is located_in the eyelid.
DOID:5301	fallopian tube clear cell adenocarcinoma	
DOID:5302	uterine ligament clear cell adenocarcinoma	
DOID:5303	cervical clear cell adenocarcinoma	
DOID:5304	ovarian clear cell adenocarcinoma	
DOID:5306	bladder clear cell adenocarcinoma	
DOID:5307	urethra clear cell adenocarcinoma	
DOID:5308	ampulla of Vater clear cell adenocarcinoma	
DOID:5309	epithelial-myoepithelial carcinoma	
DOID:5310	glycogen-rich clear cell breast carcinoma	
DOID:5313	vulvar alveolar soft part sarcoma	An alveolar soft part sarcoma and vulvar sarcoma that is located_in the vulva.
DOID:5324	fallopian tube germ cell cancer	
DOID:5325	Roberts syndrome	
DOID:5327	retinal detachment	
DOID:533	thymus gland disease	
DOID:5330	dental pulp disease	
DOID:5331	testicular granulosa cell tumor	
DOID:5334	paraphimosis	
DOID:5337	epulis	
DOID:5338	gingival hypertrophy	
DOID:5339	cyclic hematopoiesis	
DOID:5340	anterograde amnesia	An amnestic disorder that involves the impaired or lost ability to memorize new things.
DOID:5341	pineal region yolk sac tumor	
DOID:5342	childhood endodermal sinus tumor	An endodermal sinus tumor that occurs in children.
DOID:5343	central nervous system endodermal sinus tumor	
DOID:5344	testicular yolk sac tumor	
DOID:5345	testicular non-seminomatous germ cell cancer	
DOID:5348	adult endodermal sinus tumor	An endodermal sinus tumor that occurs in adults.
DOID:5349	central nervous system adult germ cell tumor	
DOID:535	sleep disorder	A disease of mental health that involves disruption of sleep patterns.
DOID:5350	ovarian endodermal sinus tumor	
DOID:5351	ovarian primitive germ cell tumor	
DOID:5353	colonic disease	
DOID:5362	focal epithelial hyperplasia	A viral infectious disease that results_in infection located_in mouth, has_material_basis_in human papillomavirus (types 13 or 32), has_symptom papules or nodules in the oral cavity.
DOID:5363	myxoid liposarcoma	
DOID:5364	pulmonary coin lesion	
DOID:5368	Wolffian duct adenocarcinoma	
DOID:5370	breast hemangiopericytoma	A hemangiopericytoma that is manifested in the breast.
DOID:5373	retroperitoneal hemangiopericytoma	
DOID:5374	pilomatrixoma	
DOID:5375	hair follicle neoplasm	
DOID:5376	skin pilomatrix carcinoma	
DOID:5378	hemoglobin D disease	
DOID:5379	hemoglobin E disease	
DOID:538	internuclear ophthalmoplegia	
DOID:5381	bile duct adenoma	An adenoma and biliary tract cancer that results_in a small firm white nodule with multiple bile ducts that are located_in a fibrous stroma.
DOID:5382	Bartholin's gland adenoma	
DOID:5384	bile duct cystadenoma	
DOID:5385	mixed cell adenoma	
DOID:5386	lung adenoma	
DOID:5387	middle ear adenoma	
DOID:5389	oxyphilic adenoma	
DOID:539	ophthalmoplegia	
DOID:5390	clear cell adenoma	An adenoma that is composed_of cells with a clear cytoplasm located_in ovary.
DOID:5391	bronchus adenoma	
DOID:5392	acidophil adenoma	
DOID:5393	brain angioma	
DOID:5394	prolactinoma	
DOID:5395	functioning pituitary adenoma	
DOID:5396	prolactin producing pituitary tumor	
DOID:5398	lipoadenoma	An adenoma that is composed_of adipose tissue.
DOID:540	strabismus	
DOID:5401	water-clear cell adenoma	An adenoma that derives_from epithelial cells which have clear cytoplasm.
DOID:5402	vaginal adenoma	
DOID:5403	microcystic adenoma	
DOID:5408	Paget's disease of bone	A bone formation disease that has_material_basis_in hyperactive osteoclast which results_in abnormal osteoblast bone formation located_in skull, located_in pelvis, located_in vertebral column, located_in set of limbs.
DOID:5409	lung small cell carcinoma	A lung carcinoma that has_material_basis_in primitive-appearing cells that are smaller than normal cells.
DOID:5410	pulmonary neuroendocrine tumor	
DOID:5411	lung oat cell carcinoma	
DOID:5414	lung occult small cell carcinoma	
DOID:5418	schizoaffective disorder	A psychotic disorder that is characterized by recurring episodes of mood fluctuations and a loss of contact with reality.
DOID:5419	schizophrenia	A psychotic disorder that is characterized by a disintegration of thought processes and of emotional responsiveness.
DOID:5421	lung combined type small cell carcinoma	A lung small cell carcinoma that is characterized as a multiphasic lung cancer comprised of a mixture of small cell and non-small cell lung carcinoma cells.
DOID:5425	ovarian hyperstimulation syndrome	
DOID:5426	premature ovarian failure	An ovarian disease where ovaries do not produce estrogen despite high levels of circulating gonadotropins in women under 40.
